Settlement,Population,Estate,Trade,Tags,Notes,Coordinates,Province_2515,Province_2512,Province_2276,Ruler_2515,Ruler_2512,Ruler_2276,wiki_url,wiki_title,wiki_description,wiki_image
Hallt,2927,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Hallt,Hallt,"Hallt is an isolated Imperial town located at the foot of the Grey Mountains that is famed for its high walls. It is being harassed by a mutant called the "" Headless Horseman of Hallt "" on the ominous eve of Hexenstag.",https://static.wikia.nocookie.net/warhammerfb/images/e/e5/Hell_Rides_to_Hallt_Dullahan.webp/revision/latest?cb=20230912235010
Harke,188,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Hartsklein,380,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Havelfurt,2522,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Heiligen,291,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Helmgart,5467,,,"""source:2eSH""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Helmgart,Helmgart,"Helmgart is an Imperial fortress and market town nestled in the Grey Mountains. It guards the Bretonnian border at Axe Bite Pass. The fortress of Helmgart consists of three great sets of curtain walls, carved directly out of the granite mountainside.",https://static.wikia.nocookie.net/warhammerfb/images/e/e6/Helmgart.jpg/revision/latest?cb=20180507044420
Herzhald,549,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Hochloff,733,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Hohegrube,229,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Holgau,5449,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Holthusen,8438,,,"""source:2eSH""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Holthusen,Holthusen,"Holthusen, sometimes spelled Holthausen, is a town in western Reikland. Holthusen is located on the River Schilder, along the primary trade route between the wine -production center of Eilhart and the major trade city of Marienburg. Holthusen's best known export are its barrels, such as the Holthusen Hogshead.",https://static.wikia.nocookie.net/warhammerfb/images/9/96/Schilderheim.png/revision/latest?cb=20180916224058
Hornlach,380,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Hugeldal,1061,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Hupeberg,1484,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Jettenberg,1482,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Jungbach,458,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Kaldach,338,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Kalegan,5047,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Kemperbad,25370,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Kemperbad,Kemperbad,"Kemperbad, formally the Grand Freistadt of Kemperbad, is an Imperial town within the province of Reikland, said to make the finest brandy in the Empire, while holding freistadt (free city) status.",https://static.wikia.nocookie.net/warhammerfb/images/f/f4/Castle_Reikgard.png/revision/latest?cb=20170519131111
Kleindorf bei Grünburg,423,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Koch,486,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Kotzdam,1487,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Kurtzehre,712,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Lachenbad,273,,,"""source:2eSH""",,,Reikland,,,,,,,,,
Lechheim,979,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Lengern,3567,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Lilahalle,1966,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Lüssen,1527,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Mackendorf,2972,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Mackenstein,2998,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Maisberg,975,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Mellerfelden,2031,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Merretheim,239,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Messingen,883,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Midfurt,1467,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Misthausen,163,,,"""source:2eSH""",,,Reikland,,,,,,,,,
Naffdorf,202,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Oberonl,2543,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Oberwald,3493,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Ohlhofen,1981,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Onling,1992,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Ostwald,492,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Pankenlich,301,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Penzkirchen,2002,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Pfeiffer,316,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Pfront,2486,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Prie,2527,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Prieze,2926,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Rechtlich,263,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Rottefach,722,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Rottfurt,1996,,,"""source:2eSH""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Rottfurt,Rottfurt,"Scores of settlements line the River Teufel, most easily forgettable, even interchangeable. Not so Rottfurt, whose name is spoken of in hushed, reverential tones by scholars and wizards throughout the Empire. Though primarily a village of shepherds, producing wool and mutton, Rottfurt also produces a famous — and famously pricy — sheepskin parchment: Rottfurt Silver.",https://static.wikia.nocookie.net/warhammerfb/images/9/9f/Rottfurt.png/revision/latest?cb=20180831160745
Ruhfurt,340,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Sanktwiller,512,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Schädelheim,2932,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Sch%C3%A4delheim,Schädelheim,"Schädelheim is a town in western Reikland, where the River Mos flows into the River Reik. Because of its location on the trade route between Altdorf and Marienburg, it includes many berths for boats and inns for traders. It is also a market town for many settlements throughout the nearby Grootscher Marsh, and ferries run across both the Mos and Reik at Schädelheim.",https://static.wikia.nocookie.net/warhammerfb/images/7/76/Sch%C3%A4delheim.png/revision/latest?cb=20180912031012
Schlafebild,229,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Schattental,451,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Schieffelen,429,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Schilderheim,13829,,,"""source:2eSH""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Schilderheim,Schilderheim,"Schilderheim is an important market town in Reikland, located at the confluence of the River Reik and the River Schilder. Schilderneheim is currently suffering a bout of urban unrest. Although it is one of the Reikland's most important centers of trade, Schilderheim's ambitious burghers look upon the metropoles of Altdorf and Marienburg with envy.",https://static.wikia.nocookie.net/warhammerfb/images/9/96/Schilderheim.png/revision/latest?cb=20180916224058
Schrabwald,1470,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Schwachhof,2513,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Siedlung,1991,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Silberwurt,419,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Skaggerdorf,1511,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Sprinthof,418,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Steche,383,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Steindorf,336,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Stimmigen,4579,,,"""source:2eSH""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Stimmigen,Stimmigen,"Stimmigen is a market town in the Suden Vorbergland of Reikland. Located on the River Ober near the Vorbergland Canals, many barges bound for Ubersreik pass through Stimmigen. Stimmigen is known for the Ernwald, a variety of apple well-known in Reikland.",https://static.wikia.nocookie.net/warhammerfb/images/a/af/Stimmigen.png/revision/latest?cb=20180909004202
Stirgau,2454,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Stockhausen,1311,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Stromdorf,1014,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Stromdorf,Stromdorf,"Stromdorf is a market town in Reikland. It is best known for having an excessively rainy climate. Stromdorf is located on the southern edge of the Reikwald, near the confluence of the Teufel, Ober, and Tranig rivers, which flow out of the Grey Mountains towards the Reik.",https://static.wikia.nocookie.net/warhammerfb/images/e/e9/Stromdorf.png/revision/latest?cb=20171125204635
Tahme,5549,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Teufelfeuer,403,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Trosreut,1974,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Übersreik,20991,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/%C3%9Cbersreik,Übersreik,"Ubersreik, also spelled Übersreik, is an Imperial free town of medium size, situated in Reikland at the foot of the Grey Mountains, where the Bögenhafen-Dunkelburg Road crosses the River Teufel.",https://static.wikia.nocookie.net/warhammerfb/images/7/76/Ubersreik_Coat_of_arms.png/revision/latest?cb=20160715164357
Uhland,1512,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Walderhof,2945,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Walfen,2042,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Walfen bei Altdorf,2016,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Wallen,2046,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Wallenholt,2460,,,"""source:4eCRB""",,,Reikland,,,,,,,,,
Weissbruck,1496,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Weissbruck,Weissbruck,"Weissbruck is a small Imperial town in the Reikland. Located where the Weissbruck Canal to Altdorf meets the River Bögen, it is an important trade centre in the region. Weissbruck originated as a minor fishing village.",https://static.wikia.nocookie.net/warhammerfb/images/1/17/Weissbruck-2019.jpg/revision/latest?cb=20200816173549
Wheburg,4053,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wheburg,Wheburg,"Wheburg is a resort town in Reikland near Helmgart. It sits on the road from Bögenhafen through Helmgart and over Axe Bite Pass. Because of its proximity to that treacherous road, most people travelling through Wheburg are either about to embark on a potentially fatal journey, or have recently completed one.",https://static.wikia.nocookie.net/warhammerfb/images/4/4b/Wheburg_Map.png/revision/latest?cb=20180906041839
Wittgendorf,655,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wittgendorf,Wittgendorf,"Map of the village of Wittgendorf Wittgendorf is an Imperial village located in the Reikland that lies on the west bank of the River Reik, about a mile from Castle Wittgenstein. It was once thriving, but the arrival of the warpstone -spawned ""warp storm"" that rained down upon the castle as a result of the foul experiments of its ruling Lady Magritte brought a dramatic decline in its fortunes.",https://static.wikia.nocookie.net/warhammerfb/images/0/02/Wittgendorf.png/revision/latest?cb=20231006082727
Wörlin,1978,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/W%C3%B6rlin,Wörlin,"Wörlin is a village along the River Reik in Reikland. Travelling down the river, it would be easy to miss the hamlet, which is nestled between rocky islets and promontories and sheltered by numerous willow trees.",https://static.wikia.nocookie.net/warhammerfb/images/9/96/Schilderheim.png/revision/latest?cb=20180916224058
Wörlitz,512,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Wurfel,550,,,"""source:2eSH; source:4eDotRC""",,,Reikland,,,,,,,,,
Zockern,772,,,"""source:4eEiS""",,,Reikland,,,,,,,,,
Zahnstadt,1561,,,"""source:4eCRB""",,,Reikland,,,,,,https://warhammerfantasy.fandom.com/wiki/Zahnstadt,Zahnstadt,"Zahnstadt is an isolated village in western Reikland. It is located deep in a high-walled valley, where the rolling hills of the Vorbergland give way to the mighty Grey Mountains. Zahnstadt is notable for the fact that, because of the high craggy valley walls on either side of the village, it receives only a few hours of sunlight in the summer and none at all in the winter.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Zahnstadt.png/revision/latest?cb=20180922060949
Aaderstadt,532,,,,,,Stirland,,,,,,,,,
Altenfried,285,,,,,,Stirland,,,,,,,,,
Arnschlagger,482,,,,,,Stirland,,,,,,,,,
Arthdorf,491,,,,,,Stirland,,,,,,,,,
Aulen,1891,,,"""source:4eAotE1""",,,Stirland,,,,,,,,,
Biberhof,800,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Bickenfeld,1026,,,,,,Stirland,,,,,,,,,
Blutdorf,1048,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Buching,475,,,,,,Stirland,,,,,,,,,
Bylorhof,720,,,,,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Bylorhof,Bylorhof,"Bylorhof is home to the worship of Bylorak, God of the Marshes, believed by some scholars to be an aspect of Taal or Manann. To the residents of this settlement, though, Bylorak is no scholar's aspect—he's their God, and they're proud to be his holiest site. When Vlad von Carstein began to drive the priests out of Sylvania, Bylorhof's priests of Sigmar, Shallya, and Morr all fled, but not the priest of Bylorak.",https://static.wikia.nocookie.net/warhammerfb/images/2/2e/Bylorhof.png/revision/latest?cb=20160726150851
Bylorvash,972,,,"""source:4eAotE1""",,,Stirland,,,,,,,,,
Chrobok,488,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Drakenhof,6375,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Castle_Drakenhof,Drakenhof,"Castle Drakenhof was the former capital of the Imperial province of Sylvania during the reign of its last Imperial noble, Count Otto von Drak. Nearly all the rulers of Sylvania, living and Undead alike, have made the castle their seat of power. This accursed citadel was where Vlad von Carstein began his reign of terror, and from which battlements he summoned his Undead army.",https://static.wikia.nocookie.net/warhammerfb/images/0/06/Drakenhof2.png/revision/latest?cb=20200610215316
Dunhornig,466,,,,,,Stirland,,,,,,,,,
Effelborn,538,,,,,,Stirland,,,,,,,,,
Egling,1403,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Elvbach,507,,,,,,Stirland,,,,,,,,,
Eschen,1001,,,,,,Stirland,,,,,,,,,
Falkenhausen,529,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Flensburg,2537,,,"""source:2eSH; source:4eAotE1""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Flensburg,Flensburg,"Flensburg is a small market town in western Stirland. Located west of the Sirhügel Hills, the town's economy is based on the sheep trade from that region. The town also has a major temple of Shallya.",https://static.wikia.nocookie.net/warhammerfb/images/2/22/Flensburg.png/revision/latest?cb=20180622180628
Franken,532,,,,,,Stirland,,,,,,,,,
Franzen,1845,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Gallhof,458,,,,,,Stirland,,,,,,,,,
Halstedt,5171,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Hardenburg,453,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Holzenberg,540,,,,,,Stirland,,,,,,,,,
Hundham,989,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Hutten,497,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Julbach,238,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Kaunitz,232,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Kelham,541,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Kirchham,506,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Kleindorf am Stirhang,526,,,,,,Stirland,,,,,,,,,
Kloster,531,,,,,,Stirland,,,,,,,,,
Königstein,471,,,,,,Stirland,,,,,,,,,
Korval,919,,,,,,Stirland,,,,,,,,,
Krabe,298,,,,,,Stirland,,,,,,,,,
Krahlendorf,284,,,,,,Stirland,,,,,,,,,
Kyransthal,490,,,,,,Stirland,,,,,,,,,
Lauterheim,1073,,,,,,Stirland,,,,,,,,,
Leicheberg,4034,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Leicheberg,Leicheberg,"At the edge of the Haunted Hills by the source of the Black Run River, Leicheberg lives in fear of its neighbour to the east, Sylvania. Its ruler, Count Petr von Stolpe, has faced the Walking Dead many times in his life and is convinced the von Carsteins mean to expand beyond their ancient borders. He has argued many times at the court in Wurtbad for a campaign to cleanse Sylvania, but to no effect.",https://static.wikia.nocookie.net/warhammerfb/images/8/8c/Leicheberg.png/revision/latest?cb=20160726161006
Lochen,520,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Marburg,1779,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Marburg,Marburg,"Marburg has stood as a settlement of the Empire since the reign of Emperor Sigmar, but is at present only a small village in Stirland. The village is located in the thick forests just south of the River Stir, along a road between Wurtbad and Siegfriedhof. Due to its proximity to these forests, Marburg is regularly threatened by raiders such as Forest Goblins.",https://static.wikia.nocookie.net/warhammerfb/images/3/3c/Marburg.png/revision/latest?cb=20180614182012
Maylhof,547,,,,,,Stirland,,,,,,,,,
Merwillmarkt,459,,,,,,Stirland,,,,,,,,,
Messinghof,1463,,,,,,Stirland,,,,,,,,,
Mikalsdorf,1436,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Mittlenburg,468,,,,,,Stirland,,,,,,,,,
Nachthafen,7315,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Naubonum,497,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Neue Merwill,527,,,,,,Stirland,,,,,,,,,
Nussbach,691,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Oberwil,485,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Oehling,265,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Pappenheim,769,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Pfaffbach,712,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Pfosten,934,,,,,,Stirland,,,,,,,,,
Raab,767,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Ramsau,529,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Regakhof,463,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Russbach,235,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Ryker,540,,,,,,Stirland,,,,,,,,,
Salechstadt,512,,,,,,Stirland,,,,,,,,,
Schilau,547,,,,,,Stirland,,,,,,,,,
Schramleben,4332,,,"""source:2eSH; source:4eAotE1""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Schramleben,Schramleben,"Schramleben is a small town in Stirland in the Empire. It lies on the trade route from Stirland to the Dwarf Hold of Zhufbar. Even the Dwarfs of Zhufbar avoid Sylvania, preferring the road south to Schramleben and then through the Moot if they wish to travel to Wurtbad.",
Schwarzhafen,2544,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Senkehof,548,,,,,,Stirland,,,,,,,,,
Siegfriedhof,1576,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Siegfriedhof,Siegfriedhof,"Siegfriedhof lies on the borderlands with the County of Sylvania near Hunger Wood. It is also the site of the Morrian Abbey of Blessed Aethelbert the Vigilant. Situated on the river near the Hunger Wood, Siegfriedhof is a small town owned by the Order of the Raven Knights, Morrian Templars dedicated to the destruction of the Undead.",https://static.wikia.nocookie.net/warhammerfb/images/6/6f/Siegfriedhof_map.jpg/revision/latest?cb=20170519131958
Sigmaringen ,3425,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Spielbrun,512,,,,,,Stirland,,,,,,,,,
Sternieste,460,,,,,,Stirland,,,,,,,,,
Steuben,685,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Stoodhof,529,,,,,,Stirland,,,,,,,,,
Styringen,501,,,,,,Stirland,,,,,,,,,
Svar Mare,501,,,,,,Stirland,,,,,,,,,
Tarshof,518,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Tempelhof,2281,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Tenneck,1023,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Thalheim,471,,,,,,Stirland,,,,,,,,,
Thyrnau,549,,,"""source:2eSH""",,,Stirland,,,,,,,,,
Unterbeln,508,,,,,,Stirland,,,,,,,,,
Ursenthal,507,,,,,,Stirland,,,,,,,,,
Vanhaldenhof,1451,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Vanhaldenhof,Vanhaldenhof,The Sylvanian village of Vanhaldenhof guards the road leading to the ruins of Vanhaldenschlosse.,https://static.wikia.nocookie.net/warhammerfb/images/4/48/Vanhaldenhof.png/revision/latest?cb=20180828192401
Veltshofen,509,,,,,,Stirland,,,,,,,,,
Waldenhof,12306,,,"""source:2eSH; source:4eAotE1""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Waldenhof,Waldenhof,"Waldenhof, the capital town of the province of Sylvania in the Empire, is a walled town that sits where its tributary rivers come down from the mountains and merge together to form the River Stir.",https://static.wikia.nocookie.net/warhammerfb/images/2/2c/Waldenhof.png/revision/latest?cb=20160726151834
Wartenhof,1516,,,,,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wartenhof,Wartenhof,"Wartenhof was a medium-sized Imperial town in Sylvania whose population was slaughtered during the Skaven Wars of the early 12th century IC. The town was large, having an impressive garrison and many buildings. The combination of an assault by the Black Death, the Undead commanded by the necromancer Frederick van Hal, and the Skaven of Clan Fester resulted in the town's people being entirely exterminated.",
Waschhof,507,,,,,,Stirland,,,,,,,,,
Wördern,1843,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/W%C3%B6rdern,Wörden,"Found at the crossroads of the Old Dwarf and Moot Roads, the small town of Wördern lies within the Imperial Province of Stirland. The town has an approximate population of 1800 and is relatively poor, with dilapidated walls and ill-equipped guards. In addition, residents of Wördern are known to be particularly distrustful of outsiders.",https://static.wikia.nocookie.net/warhammerfb/images/7/78/Wodern_map.png/revision/latest?cb=20170519134224
Wulfenfast,541,,,,,,Stirland,,,,,,,,,
Wurtbad,23547,,,"""source:2eSH""",,,Stirland,,,,,,https://warhammerfantasy.fandom.com/wiki/Wurtbad,Wurtbad,"Wurtbad is an Imperial city and the capital of the Grand Province of Stirland that rests at the terminus of the Old Dwarf Road, surrounded by the Great Forest. By far the largest town in Stirland, its whitewashed walls and buildings and its busy docks and markets tell of a prosperous trading town. By decree of the Elector Counts, all the wine produced in western Stirland must be sold through Wurtbad, earning the town the sobriquet of ""the wine capital of the Empire "".",https://static.wikia.nocookie.net/warhammerfb/images/7/78/Wurtbad.png/revision/latest?cb=20160726161139
Ahlbeck,999,,,,,,Talabecland,,,,,,,,,
Bachra,460,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Bad Dankerode,254,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Bad Tensalza,500,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Badau,1464,,,,,,Talabecland,,,,,,,,,
Bek,8055,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Bek,Bek,"Chief town of the province ruled by Count Josef von Behring, Bek is normally a quiet trading town that exports lumber from the Great Forest and dried fish, and collects tolls for the use of its quays. Since the war began, the town and surrounding area has been flooded with over a thousand refugees from Ostland, so many that they outnumber the townsfolk themselves. This has greatly strained resources and fights between locals and refugees are common and increasing in size.",https://static.wikia.nocookie.net/warhammerfb/images/d/dd/Bek.png/revision/latest?cb=20160726165204
Brasthof,273,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Breitblatt,512,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Deutwasch,535,,,,,,Talabecland,,,,,,,,,
Dobritz,518,,,,,,Talabecland,,,,,,,,,
Dohna,505,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Dreetz,503,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Eggin,1001,,,,,,Talabecland,,,,,,,,,
Egondorf,1053,,,,,,Talabecland,,,,,,,,,
Esselfurt,247,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Flusgard,460,,,,,,Talabecland,,,,,,,,,
Freital,1359,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Galinchen,463,,,,,,Talabecland,,,,,,,,,
Garndorf,914,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Gersdorf,5387,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Getrandt,470,,,,,,Talabecland,,,,,,,,,
Gostahof,265,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Grossreiche,1072,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Gründach,225,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Grunwald,491,,,,,,Talabecland,,,,,,,,,
Grunwice,547,,,,,,Talabecland,,,,,,,,,
Guttow,528,,,,,,Talabecland,,,,,,,,,
Harferfähre,964,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Hazelhof,244,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Hermsdorf,3736,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/Hermsdorf,Hermsdorf,"The southernmost settlement on the Old Forest Road is a small logging town with nearly 400 inhabitants. Hermsdorf is built near the crest of a low hill, overlooking the Wurtbad valley that extends 15 miles to the south. The local ruler, Baron Waldemar von Züten, spends most of his time carousing in Wurtbad and leaves routine administrative duties to his bailiff.",https://static.wikia.nocookie.net/warhammerfb/images/e/e3/Talabecland_Banner.png/revision/latest?cb=20151217094057
Hernhausen,267,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Horno,1456,,,,,,Talabecland,,,,,,,,,
Kappelburg,2574,,,,,,Talabecland,,,,,,,,,
Karlstedt,1056,,,,,,Talabecland,,,,,,,,,
Kiel,231,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Klarfeld,463,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Klepzig,228,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Krieglitz,4038,,,,,,Talabecland,,,,,,,,,
Krugenheim,18781,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Küsel,21313,,,"""source:2eSH""",,,Talabecland,,,,,,https://warhammerfantasy.fandom.com/wiki/K%C3%BCsel,Küsel,"A day's journey upriver from the city-state of Talabheim is the town of Küsel, the provincial capital of Talabecland during the final years of the period of Imperial history known as the Anarchy in 2276 IC. It is a bustling port, with great amounts of lumber and fish regularly passing its docks.",https://static.wikia.nocookie.net/warhammerfb/images/5/5a/Kusel.png/revision/latest?cb=20251013053206
Kutzleben,506,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
Liebstedt,492,,,"""source:2eSH""",,,Talabecland,,,,,,,,,
